Offense_Code,Offense_Category,Description,Police_District,Beat,Occurence_Date
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,2021/01/05 23:10:00+00
5707,TRESPASS,369I(A) PC TRESPASS RR PROP,2,2A,2021/01/05 05:07:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,2021/01/06 04:50:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5C,2021/01/06 12:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,2021/01/06 12:52:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,6,6C,2021/01/04 16:34:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6E,2021/01/06 11:25:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1B,2021/01/06 09:34:00+00
4801,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,5,5A,2021/01/06 08:41:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,2021/01/06 04:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/01/06 09:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,2021/01/06 02:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,2021/01/01 15:55:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/01/06 06:00:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3M,2021/01/06 13:45:00+00
7399,SAC CITY CODE,9.32.130 FIREARM USE IN CITY,2,2B,2021/01/01 08:01:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,2021/01/07 02:00:00+00
5707,PRIVACY,602 PC TRESPASS,1,1B,2021/01/06 09:24:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/06 17:58:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/06 19:30:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/06 19:52:00+00
5212,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-M,6,6A,2021/01/04 23:06:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5C,2021/01/06 15:12:00+00
1399,BATTERY,243(D) BATTERY CIVILIAN W/INJ,1,1B,2021/01/06 06:27:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,2021/01/02 05:00:00+00
5202,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,2,2A,2021/01/05 19:17:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,2021/01/06 16:15:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,2021/01/06 16:00:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,6,6E,2021/01/06 23:16:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,2021/01/05 23:25:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/01/01 23:20:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,3,3B,2021/01/05 03:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3M,2021/01/03 07:05:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4A,2021/01/06 09:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,2021/01/06 11:26:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,2021/01/06 00:56:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,2021/01/05 20:00:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,5,5C,2021/01/06 17:40:00+00
5212,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,4,4B,2021/01/06 15:13:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4B,2021/01/01 20:36:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,2021/01/06 22:41:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4B,2021/01/04 03:30:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,2021/01/07 05:34:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,2021/01/05 15:53:00+00
3501,NARCOTICS,11379(A)HS HALLUC-MANUFAC/TRAN,6,6A,2021/01/07 04:49:00+00
5404,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,5,5C,2021/01/07 01:46:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,2021/01/07 00:31:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6E,2021/01/07 00:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,2021/01/07 06:52:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,2021/01/06 21:31:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,UI,UI,2021/01/06 23:35:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,2021/01/06 00:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,2021/01/04 13:54:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,2021/01/07 00:51:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/07 00:13:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,2021/01/06 11:30:00+00
2205,BURGLARY,459 PC BURG BUSINESS-NO FORCE,6,6D,2021/01/06 02:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5C,2021/01/06 12:32:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/01/06 20:25:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/04 19:40:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5C,2021/01/07 06:33:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,6,6C,2021/01/07 06:49:00+00
5213,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,6,6D,2021/01/05 02:00:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1A,2021/01/06 14:13:00+00
5499,TRAFFIC,23222(B)POSSESS MARIJ IN VEH,6,6A,2021/01/07 10:01:00+00
5213,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,4,4B,2021/01/07 09:20:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6B,2021/01/04 10:57:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/01/04 18:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/01/03 11:00:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6D,2021/01/05 13:30:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/01/03 05:43:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2B,2021/01/06 01:30:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5B,2021/01/03 02:59:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5C,2021/01/02 04:23:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6C,2021/01/04 21:34:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3M,2021/01/02 03:55:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,2021/01/07 06:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6E,2021/01/06 07:50:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,2021/01/05 20:40:00+00
2205,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,5,5A,2021/01/06 23:15:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,2021/01/02 04:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/01/07 01:31:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/06 18:45:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,2021/01/04 08:30:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/01/06 02:34:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/06 20:08:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,2021/01/06 01:29:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5A,2021/01/06 04:46:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/01/05 16:00:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1B,2021/01/05 05:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/01/05 21:45:00+00
1299,ROBBERY,211 PC ROBBERY-BUSINESS,1,1A,2021/01/07 04:43:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/01/06 02:30:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,6,6C,2021/01/07 08:59:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6E,2021/01/06 17:50:00+00
2399,LARCENY,490.2 GRAND THEFT <$950,3,3B,2021/01/05 08:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,2021/01/07 17:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/01/06 02:19:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,2021/01/06 05:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,2021/01/01 22:35:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/01/06 14:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,2021/01/06 19:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/01/01 18:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/01/01 21:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/01/01 21:35:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5B,2021/01/01 20:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,2021/01/06 09:30:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5C,2021/01/02 10:05:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/01/07 15:30:00+00
2999,TAMPERING,10852 VC VEHICLE TAMPERING,6,6B,2021/01/07 13:25:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,2021/01/06 22:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/01/06 20:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,2021/01/07 02:00:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,2021/01/03 00:15:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/06 17:09:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,1,1A,2021/01/06 23:30:00+00
5299,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,2021/01/06 17:39:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,6,6C,2021/01/05 22:20:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5A,2021/01/01 17:27:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,2021/01/06 17:59:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,2021/01/06 19:56:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/01/07 02:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,2021/01/08 00:00:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3A,2021/01/07 06:23:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,2021/01/07 01:20:00+00
3599,NARCOTICS,11351 HS POSS FOR SALE/11054,2,2B,2021/01/07 02:53:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2C,2021/01/08 06:04:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,2021/01/08 05:15:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2A,2021/01/07 22:55:00+00
3599,NARCOTICS,11370.1(A) POSSESS WHILE ARMED,UI,UI,2021/01/07 03:12:00+00
5499,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,2,2B,2021/01/02 17:51:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,2021/01/08 01:56:00+00
2604,FRAUD,530.5(C)(2) POSS ID W/PRIORS,1,1A,2021/01/08 02:40:00+00
3599,NARCOTICS,11550(A)HS UNDER INFL NARCOTIC,6,6B,2021/01/08 03:35:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,2021/01/08 05:15:00+00
999,HOMICIDE,664/187(A) ATTEMPTED HOMICIDE,2,2B,2021/01/07 07:40:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,3,3B,2021/01/08 00:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/01/06 02:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/01/06 02:00:00+00
5212,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6C,2021/01/07 22:19:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5A,2021/01/05 19:30:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,2021/01/07 19:45:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,2021/01/07 15:23:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,2021/01/07 02:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,2021/01/07 12:47:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,2021/01/08 09:51:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,2021/01/08 10:17:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,6,6E,2021/01/08 09:42:00+00
5212,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-M,5,5B,2021/01/08 07:44:00+00
3571,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,3,3A,2021/01/08 01:40:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,UI,UI,2021/01/08 01:19:00+00
5005,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,6,6B,2021/01/07 23:05:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,2021/01/08 04:05:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,2021/01/07 19:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,2021/01/08 02:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,2021/01/08 06:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,2021/01/06 21:23:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,1,1A,2021/01/08 06:02:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,2021/01/05 04:30:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,5,5A,2021/01/08 02:29:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,2021/01/07 01:00:00+00
3560,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,UI,UI,2021/01/05 23:08:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,2021/01/07 15:23:00+00
2999,VANDALISM,594(A)(2) VANDALISM-DAMAGE,1,1A,2021/01/05 21:30:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,2021/01/06 02:00:00+00
2399,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5C,2021/01/07 06:30:00+00
5499,TRAFFIC,VEHICLE CODE VIOLATION-MISD,2,2B,2021/01/08 20:50:00+00
2803,STOLEN PROP,496(A) REC STOLEN PROP-FEL,4,4A,2021/01/08 19:01:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6E,2021/01/07 16:32:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,2021/01/07 18:31:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4C,2021/01/07 23:22:00+00
5212,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,1,1B,2021/01/08 00:28:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2B,2021/01/08 18:21:00+00
5299,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,1,1C,2021/01/08 23:30:00+00
2999,VANDALISM,594(A)(2) VANDALISM-DAMAGE,5,5A,2021/01/08 21:13:00+00
3571,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,1,1B,2021/01/09 00:12:00+00
5299,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,3,3A,2021/01/07 18:38:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,2021/01/07 06:00:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,2021/01/09 04:58:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3B,2021/01/09 02:45:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,2,2C,2021/01/08 09:47:00+00
5011,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3M,2021/01/09 04:41:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4B,2021/01/01 18:21:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,1,1A,2021/01/07 17:04:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,2021/01/04 21:54:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5A,2021/01/07 15:30:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6A,2021/01/07 19:03:00+00
5707,PRIVACY,602 PC TRESPASS,4,4A,2021/01/08 23:32:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2A,2021/01/08 02:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,2021/01/06 02:36:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,UI,UI,2021/01/07 06:27:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,2021/01/07 01:40:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,5,5C,2021/01/09 01:55:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5B,2021/01/09 04:37:00+00
5011,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3A,2021/01/09 05:53:00+00
3560,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,2,2C,2021/01/08 02:15:00+00
2310,LARCENY,1708 US THEFT OF MAIL,5,5A,2021/01/07 02:40:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1C,2021/01/05 06:15:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,2021/01/07 09:05:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,2021/01/08 05:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/01/07 18:50:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2A,2021/01/07 09:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/01/06 09:20:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,2021/01/07 11:15:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4C,2021/01/07 17:30:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,2021/01/03 18:40:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,2021/01/07 08:05:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,2021/01/06 02:11:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/01/07 18:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6E,2021/01/06 08:15:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2C,2021/01/07 05:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6E,2021/01/04 08:46:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,2021/01/08 01:05:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/01/05 10:30:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,2021/01/07 01:30:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,2021/01/07 07:20:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,2021/01/07 09:53:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,2021/01/07 16:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,2021/01/07 21:09:00+00
2205,BURGLARY,459.5 BURGLARY SHOPLIFT > $950,6,6C,2021/01/06 16:37:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,2021/01/06 23:11:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,2021/01/09 03:00:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2C,2021/01/07 22:30:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,2021/01/08 17:45:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,2021/01/03 10:00:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5A,2021/01/03 11:57:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,2021/01/03 17:15:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,2021/01/09 01:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,2021/01/04 10:03:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5C,2021/01/04 09:58:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,2021/01/05 06:20:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/01/09 05:45:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/01/09 05:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,2021/01/09 06:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/01/09 17:00:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,2021/01/09 07:39:00+00
7399,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,4,4B,2021/01/09 17:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,2021/01/06 13:29:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/01/09 22:14:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/01/09 22:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,2021/01/08 20:00:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5A,2021/01/08 16:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,2021/01/09 21:20:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,2021/01/10 01:41:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/01/02 20:21:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,2021/01/05 13:16:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/01/05 16:33:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1B,2021/01/08 00:14:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/01/05 17:49:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,2021/01/08 01:09:00+00
5299,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,3,3A,2021/01/08 21:59:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/01/05 18:45:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,2021/01/05 19:28:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2B,2021/01/07 13:10:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/01/05 20:26:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,2021/01/05 21:36:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2C,2021/01/06 02:39:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,2021/01/09 04:00:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,6,6A,2021/01/10 04:48:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,5,5C,2021/01/08 03:45:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,1,1A,2021/01/09 15:18:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,2021/01/10 05:49:00+00
5499,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,4,4A,2021/01/10 05:42:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3M,2021/01/09 18:52:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1B,2021/01/10 01:44:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,2021/01/10 03:35:00+00
1399,ASSAULT,368(B)(1) CRUELTY ELDER W/INJ,2,2C,2021/01/10 00:31:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,2021/01/08 20:30:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,2021/01/09 21:44:00+00
3562,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,2,2B,2021/01/04 02:11:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,2021/01/07 05:00:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,2021/01/07 18:11:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,2021/01/09 09:14:00+00
5212,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,2,2B,2021/01/09 22:46:00+00
